#project_accession: PXD016999
#project_title: A Quantitative Proteome Map of the Human Body
#project_description: In this study, we quantified the relative protein levels from 12,627 genes across 32 normal human tissue types prepared by the GTEx project. Known and new tissue specific or enriched proteins were identified and compared to transcriptome data. Many ubiquitous transcripts are found to encode highly tissue specific proteins. Discordance in the sites of RNA expression and protein detection also revealed potential sites of synthesis and action of protein signaling molecules. Overall, these results provide an extraordinary resource, and demonstrate that understanding protein levels can provide insights into metabolism, regulation, secretome, and human diseases.
#quantms_version: 1.2.0
#factor_value: organism part
#INFO=<ID=protein, Number=inf, Type=String, Description="Protein Accession">
#INFO=<ID=sample_accession, Number=1, Type=String, Description="Sample Accession in the SDRF">
#INFO=<ID=condition, Number=1, Type=String, Description="Value of the factor value">
#INFO=<ID=ibaq, Number=1, Type=Float, Description="Intensity based absolute quantification">
#INFO=<ID=ribaq, Number=1, Type=Float, Description="relative iBAQ">
protein	sample_accession	condition	ibaq	ribaq
Q9Y285	PXD016999-Sample-01	Norm	3707.509561862009	5.450027261586706
Q9Y295	PXD016999-Sample-01	Norm	3695.622524930616	5.44863258729977
Q15113	PXD016999-Sample-01	Norm	3694.1609549955488	5.448460795590929
Q9H0V9	PXD016999-Sample-01	Norm	3689.054071313218	5.447860002644019
P15927	PXD016999-Sample-01	Norm	3673.05940733311	5.445972934411313
Q15691	PXD016999-Sample-01	Norm	3671.577131142019	5.445797637954963
Q92522	PXD016999-Sample-01	Norm	3647.9110379188273	5.442989220406026
O43447	PXD016999-Sample-01	Norm	3556.5640413674987	5.431975615056269
P06737	PXD016999-Sample-01	Norm	3535.250640067378	5.429365191389203
Q01085	PXD016999-Sample-01	Norm	3530.129664162725	5.428735639441244
Q9NZB2	PXD016999-Sample-01	Norm	3496.7948180368094	5.42461513170981
P78406	PXD016999-Sample-01	Norm	3481.762748615683	5.422744156272334
O95260	PXD016999-Sample-01	Norm	3411.31159523435	5.413866372261854
P42224	PXD016999-Sample-01	Norm	3406.376296639375	5.413237603871535
Q9UHQ4	PXD016999-Sample-01	Norm	3387.7226487606663	5.410852829448259
O60610	PXD016999-Sample-01	Norm	3372.5315780804	5.408901006616194
Q13576	PXD016999-Sample-01	Norm	3343.8325431874987	5.405189501961931
P22234	PXD016999-Sample-01	Norm	3342.609331566291	5.405030603081729
O00429	PXD016999-Sample-01	Norm	3336.4544413159074	5.404230180830945
Q9UEY8	PXD016999-Sample-01	Norm	3329.185544364783	5.403282982034266
Q93009	PXD016999-Sample-01	Norm	3324.5183938767	5.402673721972676
Q15046	PXD016999-Sample-01	Norm	3264.6805809604984	5.394785677776069
O94875	PXD016999-Sample-01	Norm	3229.411487007329	5.390068367543189
P20810	PXD016999-Sample-01	Norm	3189.3230350021217	5.384643491405632
P20073	PXD016999-Sample-01	Norm	3151.8473126676386	5.379510152286332
P06756	PXD016999-Sample-01	Norm	3119.0466353301003	5.374966850102102
P07358	PXD016999-Sample-01	Norm	3091.74650722462	5.371148860650612
P00450	PXD016999-Sample-01	Norm	3061.148542902356	5.366829386159907
O95302	PXD016999-Sample-01	Norm	3054.15829475998	5.365836524281287
Q9NVA2	PXD016999-Sample-01	Norm	3053.9277690610224	5.365803742805061
Q14019	PXD016999-Sample-01	Norm	3050.1343290202435	5.365263948070748
Q9BXR0	PXD016999-Sample-01	Norm	3043.010251069866	5.364248397196595
Q96EY7	PXD016999-Sample-01	Norm	3030.240201523485	5.362422037401866
P04275	PXD016999-Sample-01	Norm	3019.531553961689	5.360884554141358
P51580	PXD016999-Sample-01	Norm	2971.693792446224	5.3539490388895645
P04003	PXD016999-Sample-01	Norm	2954.9088928564965	5.351489076868117
Q6P9B6	PXD016999-Sample-01	Norm	2920.254402793656	5.346365669195361
Q14515	PXD016999-Sample-01	Norm	2901.7263416315427	5.343601434052175
Q9GZP4	PXD016999-Sample-01	Norm	2886.3008252421514	5.341286575356458
P62910	PXD016999-Sample-01	Norm	2873.991865280285	5.33943051636323
Q15075	PXD016999-Sample-01	Norm	2873.520521111353	5.339359284790911
P19823	PXD016999-Sample-01	Norm	2830.736293563913	5.332844394952615
Q7L311	PXD016999-Sample-01	Norm	2795.8088068270395	5.327452450399813
Q32MZ4	PXD016999-Sample-01	Norm	2793.5046103650247	5.327094374267497
O94992	PXD016999-Sample-01	Norm	2789.5432804864863	5.326478085806578
Q8WUA2	PXD016999-Sample-01	Norm	2789.37881008	5.326452479214898
P35998	PXD016999-Sample-01	Norm	2766.67252810281	5.32290273956453
O43719	PXD016999-Sample-01	Norm	2751.80243735322	5.320562232801815
Q9P2J5	PXD016999-Sample-01	Norm	2750.9233421454333	5.320423470226191
Q9NYU2	PXD016999-Sample-01	Norm	2745.3839691020567	5.31954807522943
P55795	PXD016999-Sample-01	Norm	2736.7892808767565	5.318186342005103
P42704	PXD016999-Sample-01	Norm	2708.26206176548	5.313635667853306
Q13347	PXD016999-Sample-01	Norm	2696.1919239003832	5.311695785304531
Q13561	PXD016999-Sample-01	Norm	2688.9336758773943	5.310525072044425
Q9BXX0	PXD016999-Sample-01	Norm	2677.442846762754	5.30866519088142
P29590	PXD016999-Sample-01	Norm	2670.3715214927506	5.307516669589219
P10155	PXD016999-Sample-01	Norm	2664.0096112378524	5.306480769169179
Q13418	PXD016999-Sample-01	Norm	2659.267830821756	5.305707061754457
P07355	PXD016999-Sample-01	Norm	2631.4196912834386	5.301135102069649
O95630	PXD016999-Sample-01	Norm	2587.828789074986	5.293880521811813
P08865	PXD016999-Sample-01	Norm	2584.6999314959903	5.293355113130542
O60341	PXD016999-Sample-01	Norm	2558.4494496688176	5.2889218223364205
Q96L92	PXD016999-Sample-01	Norm	2538.33018531858	5.285493096161088
P48681	PXD016999-Sample-01	Norm	2529.159929056922	5.283921274233657
Q13464	PXD016999-Sample-01	Norm	2498.6332058157964	5.278647489090724
Q93050	PXD016999-Sample-01	Norm	2484.6205517054595	5.276205055013349
Q9Y6B6	PXD016999-Sample-01	Norm	2484.3247090217906	5.27615334068025
Q96JB5	PXD016999-Sample-01	Norm	2481.256031629008	5.275616561641627
Q9UH65	PXD016999-Sample-01	Norm	2435.320562887857	5.267501117605465
P09486	PXD016999-Sample-01	Norm	2400.582355363232	5.261261591461991
P82664	PXD016999-Sample-01	Norm	2396.872543334304	5.26058992231732
Q14254	PXD016999-Sample-01	Norm	2357.551261644416	5.253406126452751
P62195	PXD016999-Sample-01	Norm	2355.1680254243297	5.252966878381885
Q92614	PXD016999-Sample-01	Norm	2321.193604283503	5.246656347074452
P78527	PXD016999-Sample-01	Norm	2315.378769141513	5.245567028527933
Q9BWM7	PXD016999-Sample-01	Norm	2298.18823559827	5.2423305789858885
O00339	PXD016999-Sample-01	Norm	2280.400112121693	5.23895603550184
Q9P016	PXD016999-Sample-01	Norm	2278.0964214389483	5.238517083654742
Q12904	PXD016999-Sample-01	Norm	2269.974879678627	5.236966032984419
P0C0L5	PXD016999-Sample-01	Norm	2267.9707308353904	5.236582427311358
Q9BUJ2	PXD016999-Sample-01	Norm	2255.474925313976	5.23418298511536
P24043	PXD016999-Sample-01	Norm	2218.110140772712	5.226928089158188
P12270	PXD016999-Sample-01	Norm	2187.655045347993	5.220923824289367
Q7Z406	PXD016999-Sample-01	Norm	2187.6261520884286	5.22091808834572
P05997	PXD016999-Sample-01	Norm	2163.9222505271355	5.216186634381563
P00813	PXD016999-Sample-01	Norm	2159.4339630050195	5.21528490937532
Q92900	PXD016999-Sample-01	Norm	2157.150507472865	5.214825429322713
Q9BY44	PXD016999-Sample-01	Norm	2133.9165176764604	5.210122406922977
Q8TCE6	PXD016999-Sample-01	Norm	2125.76024455639	5.208459262541068
P35052	PXD016999-Sample-01	Norm	2112.7784927987027	5.205798949101753
Q9H078	PXD016999-Sample-01	Norm	2109.501385327177	5.205124796739355
Q9Y4L1	PXD016999-Sample-01	Norm	2109.405225791735	5.205104999403466
Q13616	PXD016999-Sample-01	Norm	2107.4638315285324	5.204705111778872
O14639	PXD016999-Sample-01	Norm	2092.85798368383	5.201684740974619
Q5JRA6	PXD016999-Sample-01	Norm	2089.7702725082813	5.201043528757461
P00734	PXD016999-Sample-01	Norm	2073.33926708387	5.197615354709614
Q96HC4	PXD016999-Sample-01	Norm	2067.58285058161	5.196407903102556
Q9BUQ8	PXD016999-Sample-01	Norm	2059.24980776587	5.194654015930215
P49327	PXD016999-Sample-01	Norm	2049.8871392185965	5.1926749325484645
A1X283	PXD016999-Sample-01	Norm	2037.533580543641	5.19004975688482
P13674	PXD016999-Sample-01	Norm	1984.6339487056423	5.178625397844077
P22102	PXD016999-Sample-01	Norm	1956.7659506060625	5.172483864480674
Q99614	PXD016999-Sample-01	Norm	1951.2907920286823	5.171266976973652
P49419	PXD016999-Sample-01	Norm	1950.9338097520745	5.171187516948091
P30533	PXD016999-Sample-01	Norm	1941.1436066631743	5.16900264769143
P52888	PXD016999-Sample-01	Norm	1937.7666396495567	5.1682464566908735
Q9UBC2	PXD016999-Sample-01	Norm	1937.3763343477497	5.168158972208085
Q4G0F5	PXD016999-Sample-01	Norm	1923.3138409594217	5.164995138793349
Q86UE4	PXD016999-Sample-01	Norm	1897.482720653096	5.159122811517568
Q9Y2W1	PXD016999-Sample-01	Norm	1895.740307260461	5.1587238259745245
P51553	PXD016999-Sample-01	Norm	1847.5263306799905	5.147535618430116
P06310	PXD016999-Sample-01	Norm	1841.1467867549795	5.146033396141547
Q13596	PXD016999-Sample-01	Norm	1833.976961856863	5.144338857642764
O43290	PXD016999-Sample-01	Norm	1826.7780099244417	5.142630756907219
O15371	PXD016999-Sample-01	Norm	1823.2550389726723	5.141792404323078
Q96TA1	PXD016999-Sample-01	Norm	1776.7325393196838	5.130567037961759
Q9Y394	PXD016999-Sample-01	Norm	1762.6487753444062	5.127110765400132
O60437	PXD016999-Sample-01	Norm	1749.5685586017742	5.123875947234533
O43252	PXD016999-Sample-01	Norm	1738.0256243989477	5.121001156951651
P10644	PXD016999-Sample-01	Norm	1720.8088033540278	5.116677600975532
P22897	PXD016999-Sample-01	Norm	1709.0256219467788	5.113693555588595
Q12905	PXD016999-Sample-01	Norm	1694.761205847998	5.110053495984906
P18031	PXD016999-Sample-01	Norm	1674.4819454143872	5.104825451071248
O95721	PXD016999-Sample-01	Norm	1668.3285944822717	5.103226575309952
P43034	PXD016999-Sample-01	Norm	1644.887888042953	5.09708128455023
O95425	PXD016999-Sample-01	Norm	1639.1788676748736	5.09557132831306
P11182	PXD016999-Sample-01	Norm	1636.446774587159	5.094846866267168
Q86TI2	PXD016999-Sample-01	Norm	1636.311976589083	5.094811090928244
P40763	PXD016999-Sample-01	Norm	1629.928438221622	5.093113519001051
Q9BZQ8	PXD016999-Sample-01	Norm	1581.670857181112	5.080061094491318
O94925	PXD016999-Sample-01	Norm	1579.3095283679286	5.079412237403198
Q14314	PXD016999-Sample-01	Norm	1562.1420739707676	5.074665511444643
Q99570	PXD016999-Sample-01	Norm	1543.300093104133	5.06939536420323
P12081	PXD016999-Sample-01	Norm	1525.9139755770816	5.064475032483078
Q3YEC7	PXD016999-Sample-01	Norm	1522.8191341768927	5.063593306890342
Q86V81	PXD016999-Sample-01	Norm	1519.8857410786295	5.062755922469081
P50570	PXD016999-Sample-01	Norm	1463.7103623396438	5.046400129247778
O15372	PXD016999-Sample-01	Norm	1462.4725400426776	5.046032702163998
Q9NUQ9	PXD016999-Sample-01	Norm	1462.0831022125658	5.045917039668665
P83916	PXD016999-Sample-01	Norm	1461.902223219607	5.045863308380788
P14324	PXD016999-Sample-01	Norm	1461.8983214312575	5.045862149255791
Q7Z4H8	PXD016999-Sample-01	Norm	1447.452720979854	5.04154936882542
P04114	PXD016999-Sample-01	Norm	1443.9624546116208	5.040500882829268
P29084	PXD016999-Sample-01	Norm	1438.3251785471248	5.038802064861654
Q08J23	PXD016999-Sample-01	Norm	1435.706375679475	5.038010610816756
Q8WWM9	PXD016999-Sample-01	Norm	1396.0766615644025	5.0258542488001545
Q9BXR6	PXD016999-Sample-01	Norm	1387.666563169213	5.023230105592329
Q86VB7	PXD016999-Sample-01	Norm	1382.9029336674394	5.021736679747968
Q8N1G4	PXD016999-Sample-01	Norm	1339.1866560850851	5.007786095093058
O43301	PXD016999-Sample-01	Norm	1338.1592573483404	5.00745278468909
Q14126	PXD016999-Sample-01	Norm	1335.2619761514711	5.006511463723159
P05107	PXD016999-Sample-01	Norm	1333.4986978282825	5.005937577750754
Q9H3U1	PXD016999-Sample-01	Norm	1328.708723168269	5.004374768037503
Q96JY6	PXD016999-Sample-01	Norm	1312.42371253683	4.999019050323353
P42285	PXD016999-Sample-01	Norm	1312.4186452620136	4.999017373506851
Q16555	PXD016999-Sample-01	Norm	1285.17170429125	4.98990613691152
P45973	PXD016999-Sample-01	Norm	1279.585326657838	4.988014233087895
P36980	PXD016999-Sample-01	Norm	1270.2140154044812	4.984821882204525
Q92629	PXD016999-Sample-01	Norm	1269.96880375586	4.984738034644088
P13671	PXD016999-Sample-01	Norm	1253.7638973321673	4.979160741804123
P38606	PXD016999-Sample-01	Norm	1246.661707991927	4.976693601867398
O95757	PXD016999-Sample-01	Norm	1243.6496703613686	4.975643040904231
P98095	PXD016999-Sample-01	Norm	1242.7742445686677	4.97533722611174
O43795	PXD016999-Sample-01	Norm	1242.2830355601632	4.975165536415619
Q6NY19	PXD016999-Sample-01	Norm	1228.8907203046792	4.970458246575434
P08240	PXD016999-Sample-01	Norm	1228.3559107703304	4.970269201788177
Q9NTZ6	PXD016999-Sample-01	Norm	1225.5132367323042	4.96926298823186
P55268	PXD016999-Sample-01	Norm	1222.0474305715195	4.968033044053472
P48729	PXD016999-Sample-01	Norm	1191.8139567300575	4.957153448737971
Q14151	PXD016999-Sample-01	Norm	1185.1080240749036	4.954702920450799
Q96ME7	PXD016999-Sample-01	Norm	1181.7325851543928	4.953464192768586
Q9Y5K6	PXD016999-Sample-01	Norm	1181.0940202657655	4.953229452552284
Q07960	PXD016999-Sample-01	Norm	1180.7838307196382	4.953115379244941
P53041	PXD016999-Sample-01	Norm	1177.3734755561245	4.951859229405008
P23634	PXD016999-Sample-01	Norm	1174.2394394883725	4.950701644865959
Q14118	PXD016999-Sample-01	Norm	1167.929176321104	4.9483614896053325
P46821	PXD016999-Sample-01	Norm	1157.7742155230662	4.944568855099894
Q8TE77	PXD016999-Sample-01	Norm	1132.9707817417125	4.935163691775297
Q13492	PXD016999-Sample-01	Norm	1127.0496090748986	4.932888014520422
P46939	PXD016999-Sample-01	Norm	1113.449947089785	4.927615680787603
O60264	PXD016999-Sample-01	Norm	1108.6375698198617	4.925734573815172
P22830	PXD016999-Sample-01	Norm	1104.6906363342764	4.924185654639562
Q9UQE7	PXD016999-Sample-01	Norm	1092.12631748949	4.919217854448986
Q9H307	PXD016999-Sample-01	Norm	1071.7737469979045	4.911048096649927
Q9Y224	PXD016999-Sample-01	Norm	1069.5837318374995	4.9101597705853095
O75400	PXD016999-Sample-01	Norm	1063.9189230186234	4.907853515201102
Q05209	PXD016999-Sample-01	Norm	1040.9708058451	4.898383531655456
Q9BZF9	PXD016999-Sample-01	Norm	1036.251078904131	4.896409977545558
O95479	PXD016999-Sample-01	Norm	1035.8777958471996	4.896253505836156
Q9BUF5	PXD016999-Sample-01	Norm	1033.2777985152468	4.895162079853892
Q07157	PXD016999-Sample-01	Norm	1032.258879652331	4.894733609248415
Q9Y6W5	PXD016999-Sample-01	Norm	1030.5443153832132	4.894011653829481
P14543	PXD016999-Sample-01	Norm	1023.9617493088232	4.891228715434504
P36776	PXD016999-Sample-01	Norm	1019.075466587319	4.889151328245802
O75886	PXD016999-Sample-01	Norm	1010.822433749112	4.8856198537123605
O00151	PXD016999-Sample-01	Norm	1009.3595230857496	4.884990866667386
O00203	PXD016999-Sample-01	Norm	1005.3252918384756	4.883251590431084
Q15042	PXD016999-Sample-01	Norm	1002.9622108812266	4.882229552010516
Q9NQC3	PXD016999-Sample-01	Norm	1000.6593095891512	4.881231221982905
P40121	PXD016999-Sample-01	Norm	1000.4425990655236	4.881137157623121
Q5VZ89	PXD016999-Sample-01	Norm	981.5897061777664	4.872874977161377
Q15643	PXD016999-Sample-01	Norm	972.00675056595	4.86861426291912
A0AVT1	PXD016999-Sample-01	Norm	951.8442842676616	4.859510888168846
Q5H9R7	PXD016999-Sample-01	Norm	947.0281107690572	4.857307852235546
O15031	PXD016999-Sample-01	Norm	938.1980462849092	4.853239506048487
P11215	PXD016999-Sample-01	Norm	930.8127781953348	4.849807318465652
Q96KP1	PXD016999-Sample-01	Norm	926.7158772956536	4.847891585609022
Q9UHD2	PXD016999-Sample-01	Norm	925.209639119324	4.847185130552534
P61011	PXD016999-Sample-01	Norm	920.9385429864346	4.845175631196445
Q15427	PXD016999-Sample-01	Norm	918.714191107274	4.844125406662444
Q8TAQ2	PXD016999-Sample-01	Norm	905.4324361750328	4.837801030402448
Q12959	PXD016999-Sample-01	Norm	896.3293269285159	4.8334125881189305
O60331	PXD016999-Sample-01	Norm	890.359016174715	4.830510142735728
Q14683	PXD016999-Sample-01	Norm	888.6098055063796	4.829656083039448
O75152	PXD016999-Sample-01	Norm	871.6519342499994	4.82128808003861
Q12824	PXD016999-Sample-01	Norm	858.1576805075334	4.814512075589029
Q15642	PXD016999-Sample-01	Norm	844.447338290654	4.807517552949276
P49589	PXD016999-Sample-01	Norm	840.1134267424717	4.805282907500787
P30876	PXD016999-Sample-01	Norm	835.0203335127379	4.8026420328987856
O43815	PXD016999-Sample-01	Norm	833.4482282869317	4.8018236095347175
Q9NZL9	PXD016999-Sample-01	Norm	820.2348716547012	4.794883210856379
Q13618	PXD016999-Sample-01	Norm	803.0528428297649	4.7856891056684505
Q9H1K0	PXD016999-Sample-01	Norm	800.5951103540856	4.784357915134068
Q5JSH3	PXD016999-Sample-01	Norm	788.1301055500501	4.777542899126291
Q06124	PXD016999-Sample-01	Norm	783.5531192297797	4.775013425641438
Q8WZ42	PXD016999-Sample-01	Norm	774.6582819053816	4.770055150115611
P29353	PXD016999-Sample-01	Norm	764.5219392880499	4.764334934579959
P49137	PXD016999-Sample-01	Norm	756.3969145783379	4.759694730460815
Q9UKX2	PXD016999-Sample-01	Norm	739.0797390789457	4.749636278633279
Q8IUD2	PXD016999-Sample-01	Norm	739.0770221972692	4.7496346821494
Q53SF7	PXD016999-Sample-01	Norm	734.8567399951279	4.74714766363028
P35658	PXD016999-Sample-01	Norm	725.5038064850439	4.741584677199694
Q9Y6K5	PXD016999-Sample-01	Norm	722.5254777400799	4.739798147635225
Q8TAF3	PXD016999-Sample-01	Norm	713.9286588634701	4.734599797780528
P62249	PXD016999-Sample-01	Norm	713.1641064023903	4.73413445879932
Q9BZZ5	PXD016999-Sample-01	Norm	699.8906250487848	4.725975158046281
Q9NTJ5	PXD016999-Sample-01	Norm	698.4580816384948	4.72508532861697
P30740	PXD016999-Sample-01	Norm	697.5955377341479	4.724548675725528
P21695	PXD016999-Sample-01	Norm	697.5500202661319	4.724520337485001
O75146	PXD016999-Sample-01	Norm	696.7255792179488	4.724006737103925
O00231	PXD016999-Sample-01	Norm	689.3994361326075	4.719415905674381
O60826	PXD016999-Sample-01	Norm	679.5716375531773	4.713180226776375
P02461	PXD016999-Sample-01	Norm	673.9747502776902	4.709588608291813
Q5JTH9	PXD016999-Sample-01	Norm	663.9415749266906	4.703074846119327
P27694	PXD016999-Sample-01	Norm	660.7733833814478	4.700997522661298
Q06323	PXD016999-Sample-01	Norm	649.2754782560844	4.693373982626815
Q13164	PXD016999-Sample-01	Norm	644.6086234329699	4.6902410929281775
Q92785	PXD016999-Sample-01	Norm	643.6786461559802	4.689614083596672
Q16610	PXD016999-Sample-01	Norm	640.1297069830067	4.687212964112202
Q6P2Q9	PXD016999-Sample-01	Norm	634.9312515480375	4.683671685549964
Q9NR30	PXD016999-Sample-01	Norm	632.4132100974708	4.681945914886519
Q8N4C8	PXD016999-Sample-01	Norm	628.584237214092	4.679308467984631
Q13428	PXD016999-Sample-01	Norm	609.4290784615948	4.66586815424033
P33527	PXD016999-Sample-01	Norm	603.9296984384611	4.661931368521754
P30049	PXD016999-Sample-01	Norm	601.6802312230213	4.660310724383829
P18084	PXD016999-Sample-01	Norm	593.3976371713833	4.654290794499304
P55196	PXD016999-Sample-01	Norm	591.6989563486592	4.653045785076291
Q92616	PXD016999-Sample-01	Norm	590.3370698158809	4.652045037121432
P17655	PXD016999-Sample-01	Norm	587.5760837495103	4.6500090921018895
Q07954	PXD016999-Sample-01	Norm	578.4545146593199	4.643214196773981
Q12929	PXD016999-Sample-01	Norm	575.01134370278	4.640621394260834
P17480	PXD016999-Sample-01	Norm	574.8524879933894	4.640501397168058
P45985	PXD016999-Sample-01	Norm	571.4467822437524	4.63792077340867
P00747	PXD016999-Sample-01	Norm	557.0663307263593	4.626851892166794
P23497	PXD016999-Sample-01	Norm	556.7241058344133	4.626585008232545
O75694	PXD016999-Sample-01	Norm	546.8787623560553	4.618836040004382
Q86VP6	PXD016999-Sample-01	Norm	532.5391405756695	4.607296514887581
Q14980	PXD016999-Sample-01	Norm	518.9520964620393	4.596072252569877
P49756	PXD016999-Sample-01	Norm	517.0197617428212	4.594452125010757
P18583	PXD016999-Sample-01	Norm	514.2433059558072	4.5921136288913775
Q9UDR5	PXD016999-Sample-01	Norm	512.8371630707667	4.59092447089315
O60504	PXD016999-Sample-01	Norm	509.1882696888483	4.587823371951182
P49792	PXD016999-Sample-01	Norm	508.6552957144857	4.587368552202673
Q9UPU7	PXD016999-Sample-01	Norm	500.593661531652	4.580430328128995
P61313	PXD016999-Sample-01	Norm	491.6440556221552	4.572595774371742
Q9HCE5	PXD016999-Sample-01	Norm	483.8158588324201	4.565625081664088
O94901	PXD016999-Sample-01	Norm	483.158790028758	4.565034866812193
Q96S55	PXD016999-Sample-01	Norm	474.6381995600485	4.557307669744507
P49790	PXD016999-Sample-01	Norm	472.7299910691659	4.5555581376262735
Q6UWY5	PXD016999-Sample-01	Norm	467.94735107341256	4.551141975009199
Q96FV2	PXD016999-Sample-01	Norm	462.1361506879822	4.54571492443225
Q92817	PXD016999-Sample-01	Norm	461.02698115898727	4.544671324615245
O00170	PXD016999-Sample-01	Norm	438.8442946400273	4.523255438337436
Q9ULT8	PXD016999-Sample-01	Norm	430.0989744624905	4.514513388830505
P41743	PXD016999-Sample-01	Norm	426.2080572294373	4.510566637371194
Q53H47	PXD016999-Sample-01	Norm	418.4660963601309	4.50260525953373
P27487	PXD016999-Sample-01	Norm	417.4791562216754	4.501579778848418
Q9Y276	PXD016999-Sample-01	Norm	414.5361776822092	4.498507420399168
Q8WWI1	PXD016999-Sample-01	Norm	412.0159375603287	4.495858997511415
P23458	PXD016999-Sample-01	Norm	407.7690322562445	4.491359222309898
P67936	PXD016999-Sample-01	Norm	404.20675549558223	4.487548549407355
P62140	PXD016999-Sample-01	Norm	400.37699030522106	4.483414092405507
Q8IVM0	PXD016999-Sample-01	Norm	398.3605331034137	4.481221286707647
O43504	PXD016999-Sample-01	Norm	396.7679157024096	4.479481527867324
Q9HAU0	PXD016999-Sample-01	Norm	388.8959149470341	4.470778363057915
Q96N67	PXD016999-Sample-01	Norm	385.0922137944109	4.466509719498465
P62495	PXD016999-Sample-01	Norm	381.9566750535714	4.462959085952734
O60271	PXD016999-Sample-01	Norm	378.8039445369649	4.459359474538804
P49023	PXD016999-Sample-01	Norm	372.6914868098073	4.452294454329576
Q13263	PXD016999-Sample-01	Norm	365.7413694861661	4.444119068551676
Q14978	PXD016999-Sample-01	Norm	348.618818593307	4.423295808625636
Q2M389	PXD016999-Sample-01	Norm	343.4737980515026	4.416838594258189
P13796	PXD016999-Sample-01	Norm	335.4461375434783	4.406567777422649
Q92621	PXD016999-Sample-01	Norm	330.6127664606305	4.400264601458379
Q9Y5S2	PXD016999-Sample-01	Norm	327.30634380520115	4.395899404640268
Q8TB45	PXD016999-Sample-01	Norm	323.3662673298911	4.390639695356687
Q9NZ08	PXD016999-Sample-01	Norm	322.13396099224207	4.388981494571795
Q96CV9	PXD016999-Sample-01	Norm	307.074466332251	4.368188687572442
Q13201	PXD016999-Sample-01	Norm	300.3071760746813	4.358510691945598
P49593	PXD016999-Sample-01	Norm	293.09504547334774	4.347953458931982
P35241	PXD016999-Sample-01	Norm	280.56698044757064	4.328981539979944
Q92882	PXD016999-Sample-01	Norm	270.94000903863247	4.313818122773406
Q99715	PXD016999-Sample-01	Norm	269.34212611347255	4.311249265817871
Q04206	PXD016999-Sample-01	Norm	268.5721662138035	4.310005983871829
Q15286	PXD016999-Sample-01	Norm	250.49719929107985	4.279747856374188
O00410	PXD016999-Sample-01	Norm	248.78923863430416	4.276776572856164
O60885	PXD016999-Sample-01	Norm	246.85668102324283	4.273389867442438
O15143	PXD016999-Sample-01	Norm	246.33837126604416	4.272477047456542
O43143	PXD016999-Sample-01	Norm	246.2926513638264	4.272396435800388
O75410	PXD016999-Sample-01	Norm	239.0423284329178	4.25941979229256
O00391	PXD016999-Sample-01	Norm	237.339677526014	4.256315329769059
Q13546	PXD016999-Sample-01	Norm	218.95581560551884	4.221301466635141
Q6ZVM7	PXD016999-Sample-01	Norm	203.96894754023708	4.190509036799174
Q14966	PXD016999-Sample-01	Norm	197.965988869224	4.177535565435737
Q13573	PXD016999-Sample-01	Norm	195.49733663111877	4.172085826953613
O43395	PXD016999-Sample-01	Norm	193.4503774036146	4.167514563142602
Q13439	PXD016999-Sample-01	Norm	192.27260805545453	4.164862399088241
Q96A65	PXD016999-Sample-01	Norm	185.6976239019277	4.149751328567189
Q8N3F8	PXD016999-Sample-01	Norm	153.44452640082267	4.066896382917288
O15027	PXD016999-Sample-01	Norm	147.0462579815548	4.0483989589177805
Q14185	PXD016999-Sample-01	Norm	140.519273756693	4.028680878385755
Q15029	PXD016999-Sample-01	Norm	137.15092742446146	4.01814373049763
P11387	PXD016999-Sample-01	Norm	136.2302880820303	4.015218656827428
Q15276	PXD016999-Sample-01	Norm	133.15699883295912	4.005308980039137
Q8NF91	PXD016999-Sample-01	Norm	126.93321913889676	3.984520276100005
P30622	PXD016999-Sample-01	Norm	119.15521880291006	3.957058050300709
P58107	PXD016999-Sample-01	Norm	118.23791242790622	3.9537017351656383
Q14671	PXD016999-Sample-01	Norm	114.40893250209992	3.939404915232712
Q8WXH0	PXD016999-Sample-01	Norm	106.80549539606402	3.909538580565142
P04217	PXD016999-Sample-01	Norm	104.97801297637794	3.902043330001371
P42566	PXD016999-Sample-01	Norm	102.19744539460652	3.8903850217943807
Q7L014	PXD016999-Sample-01	Norm	59.98966401909095	3.659021411430892
P24821	PXD016999-Sample-01	Norm	44.299233900445486	3.5273411975275177
Q96JM3	PXD016999-Sample-01	Norm	39.11323695745304	3.473268740867315
Q14789	PXD016999-Sample-01	Norm	33.1903364441724	3.4019566366086096
